time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z
9131.72,-0.0001842708,0.000232166,0.0004277487,-0.002122421,-0.003928505,0.004654489,-0.1326688,-0.1965787,0.2120233,88.07217,227.3718,173.7529,
9145.791,-0.0001754485,0.0005164524,0.0006149768,-0.002121478,-0.003930586,0.004655656,-0.1326696,-0.1965665,0.212032,88.0667,227.3151,173.697,
9159.882,-2.940854E-05,0.0005221741,0.0007415857,-0.004662683,-0.005543539,0.004462084,-0.1326655,-0.1965645,0.2120452,88.0564,227.2837,173.6612,
9173.535,-9.417477E-05,0.0003066022,0.0008120264,-0.006995007,-0.002397623,0.008085008,-0.1326671,-0.1965656,0.2120597,88.04836,226.8752,173.2524,
9187.536,4.465458E-05,0.0001092703,0.0004634819,-0.00474072,-0.004058684,0.004684831,-0.1326561,-0.1965686,0.2120632,88.04485,227.0025,173.3785,
9201.447,-0.0002297288,0.0005804095,0.0004427365,-0.002278206,-0.0009618382,0.005103203,-0.1326614,-0.196545,0.2120755,88.04716,226.8405,173.2205,
9214.951,-0.0001728487,0.000371575,-1.237357E-05,0.001218537,-0.001544375,-2.460776E-05,-0.1326434,-0.196554,0.21206,88.05278,227.1334,173.5133,
9229.017,-0.0003200942,0.0003414443,-0.0002444977,0.00188695,0.001929838,-0.002621947,-0.1326317,-0.196563,0.2120451,88.06205,227.1479,173.5255,
9243.216,-0.0002455493,-7.547747E-05,-0.000635003,0.002245151,0.003059554,-0.004944555,-0.1326142,-0.1965827,0.2120237,88.07014,227.2103,173.5857,
9256.917,-0.0002027821,0.000217078,-0.0009484491,0.00668236,0.001876404,-0.005828836,-0.1326027,-0.1965736,0.2120049,88.07807,227.4596,173.841,
9271.08,-0.0001846765,0.0005163426,-0.0007069344,0.005798066,0.001925998,-0.00642624,-0.1325946,-0.1965584,0.2120046,88.08398,227.5399,173.9201,
9284.796,-0.0002278299,2.686302E-05,-0.0006873071,0.005330895,0.002555748,-0.005701952,-0.1325987,-0.1965783,0.2119919,88.09013,227.5922,173.9723,
9298.596,-3.024797E-05,-7.76641E-05,-0.0005722723,0.003234386,0.001248111,-0.002750808,-0.1325931,-0.196588,0.2119819,88.08788,227.5789,173.9602,
9312.847,7.237875E-05,2.790419E-05,-0.0003242061,0.0002265102,0.0002608977,-0.002217018,-0.1325812,-0.1965923,0.2119849,88.08603,227.5407,173.9178,
9326.881,-9.615444E-05,0.0003419994,-2.700792E-06,-0.0007078394,0.001520672,-0.000768145,-0.1325751,-0.1965833,0.2119966,88.08592,227.4139,173.7906,
9340.861,0.0001823154,0.0002813784,0.0001560184,-0.0004404803,-0.003211444,0.0003810672,-0.1325564,-0.1965876,0.2120052,88.07624,227.5838,173.963,
9354.652,0.0001236815,-6.675705E-06,0.000412207,-0.003055856,-0.002680496,0.006101391,-0.1325632,-0.1966045,0.2120185,88.06569,227.2345,173.6163,
9368.936,3.81864E-05,-0.0001201037,0.0004100554,-0.00586236,0.0004381322,0.004759891,-0.1325692,-0.1966145,0.2120233,88.06437,226.9813,173.3559,
9382.489,0.0001920791,1.308115E-06,0.000511652,-0.00613855,-0.00218158,0.006857045,-0.1325586,-0.1966153,0.2120327,88.05197,226.8856,173.2613,
9396.148,0.0002246859,-0.000146198,0.0003428089,-0.003468087,-0.003263316,0.004778625,-0.1325522,-0.1966254,0.2120317,88.04876,226.9889,173.3664,
9410.077,0.0001038364,-0.0004041303,0.0002866905,-0.003258859,0.0008406815,0.002911475,-0.1325576,-0.1966399,0.2120311,88.05378,226.8619,173.237,
9424.198,0.0004219503,-0.0002330183,-9.439846E-05,-0.002275264,-0.001626625,-0.0005854266,-0.1325534,-0.1966356,0.2120135,88.05298,227.0842,173.4577,
9437.869,0.0002215854,-0.000303297,-0.0003132081,-0.0007218315,0.001796537,-0.002584273,-0.132563,-0.1966413,0.2119998,88.06225,227.0517,173.4247,
9452.139,-4.009028E-05,-0.0002124034,-0.0007412675,0.006564678,0.004568153,-0.003551521,-0.132558,-0.196635,0.2119842,88.07685,227.1944,173.5793,
9466.079,0.000287523,-0.0003522846,-0.0006937184,0.006278832,0.001290634,-0.007144522,-0.1325317,-0.1966361,0.2119846,88.08143,227.5751,173.9562,
9479.73,4.165285E-05,4.757001E-05,-0.0007981343,0.008659245,0.005873092,-0.006503871,-0.1325313,-0.1966292,0.2119743,88.09618,227.5353,173.9213,
9493.526,0.0004196785,1.908201E-05,-0.0005146583,0.002335881,0.001564031,-0.005163185,-0.1325079,-0.1966245,0.2119775,88.0891,227.5809,173.9598,
9507.865,0.0003100078,0.0002107814,-0.0002220958,0.003584196,0.00330745,-0.001198886,-0.1325035,-0.1966239,0.2119825,88.09248,227.4493,173.8329,
9521.791,0.000559419,-0.0003370543,-0.0001242034,0.004319031,-0.002055198,-0.0007711289,-0.1324959,-0.1966412,0.2119836,88.08807,227.7132,174.1005,
9535.537,0.0003636761,0.0002979859,0.0003804319,-0.001519727,0.001019058,0.002280599,-0.1325063,-0.196627,0.2120048,88.08419,227.3458,173.7269,
9549.445,0.0005731608,0.0005420457,0.0004748447,-0.005689569,-0.002532615,0.004314361,-0.1325003,-0.1966074,0.2120181,88.07034,227.2625,173.6395,
9563.39,0.0006356284,-0.0001545625,0.0006499998,-0.006516183,-0.003035706,0.007360614,-0.1324985,-0.196628,0.212036,88.06023,227.0471,173.4251,
9576.887,0.0004836166,8.893928E-05,0.0006953652,-0.003400818,-0.003813546,0.008425841,-0.1325023,-0.1966227,0.2120541,88.05358,227.0112,173.3961,
9591.104,0.0005142908,0.0004526364,0.0007545828,-0.004648702,-0.005552045,0.004460732,-0.1325006,-0.1966072,0.2120759,88.04736,227.1304,173.5093,
9605.098,0.0004340257,0.0004587091,0.0005857748,-0.004728478,-0.004068291,0.004683599,-0.1325027,-0.196605,0.2120857,88.04285,226.9979,173.3757,
9618.906,0.0002773344,-0.0004015004,0.0004708891,-0.004885633,-0.001098178,0.005133756,-0.1325086,-0.196638,0.2120837,88.04295,226.7585,173.1357,
9633.013,0.0002744707,-9.384968E-05,0.0002457619,-0.001389181,-0.001676315,8.368981E-06,-0.1325094,-0.196637,0.2120754,88.04866,226.9895,173.3651,
9647.104,6.967513E-05,0.0003115931,-0.0001551985,0.004680099,-0.0009200141,-0.003102023,-0.1325231,-0.1966161,0.2120611,88.05962,227.2465,173.629,
9661.041,-6.905261E-05,-0.0001411011,-0.0003846429,0.005764598,0.003133879,-0.004378195,-0.1325351,-0.1966259,0.2120503,88.07248,227.254,173.637,
9674.92,-6.887681E-05,-0.0005010144,-0.0006015147,0.005628296,0.005171608,-0.007800239,-0.1325446,-0.1966379,0.2120336,88.08562,227.3844,173.7638,
9689.006,9.691488E-06,-0.000542046,-0.000480198,0.003998764,0.003233629,-0.005573893,-0.1325579,-0.196643,0.212023,88.08654,227.4015,173.7811,
9702.924,-8.094493E-05,-1.70916E-05,-0.0006321219,0.008795786,0.003181222,-0.008780239,-0.1325728,-0.1966255,0.2120042,88.10143,227.761,174.1452,
9716.414,-1.887127E-05,-5.501352E-06,-0.0002332691,0.004904674,0.00224551,-0.008844767,-0.1325772,-0.1966247,0.2120113,88.1038,227.85,174.2292,
9730.543,-1.573292E-05,-0.0003010071,4.932686E-05,0.001901806,0.001925128,-0.002622508,-0.1325831,-0.1966397,0.2120185,88.09875,227.6307,174.0125,
9744.634,0.0001361604,-0.0001887535,0.0001727157,0.0006845489,0.0005683334,0.0009230388,-0.1325799,-0.1966408,0.2120301,88.09402,227.5178,173.902,
9758.412,0.0003058715,-0.0001437371,0.0005805668,-0.003177474,-0.0006421197,0.002679881,-0.1325698,-0.1966435,0.2120581,88.08552,227.3794,173.7584,
9772.496,0.000544211,3.542281E-05,0.001032081,-0.00423338,-0.004972703,0.005777994,-0.1325552,-0.1966375,0.2120908,88.06994,227.3887,173.7701,
9786.346,0.0005608042,-4.752907E-05,0.001106583,-0.004700702,-0.004343538,0.006501893,-0.132549,-0.1966404,0.2121112,88.06276,227.2717,173.6535,
9800.142,0.0006450261,-0.000228616,0.001456226,-0.01037897,-0.004246472,0.009110739,-0.1325393,-0.1966497,0.2121454,88.04615,226.9138,173.2881,
9813.658,0.0005198083,-3.635482E-05,0.001375098,-0.009110479,-0.003440747,0.009206483,-0.1325425,-0.1966429,0.2121577,88.03956,226.7458,173.1215,
9827.773,0.0003293267,-2.905086E-05,0.001124713,-0.004315162,-0.003489474,0.00599943,-0.1325518,-0.1966407,0.2121612,88.03936,226.8803,173.2594,
9841.913,0.0001773233,0.0001002337,0.0009257767,-0.002603846,-0.003037312,0.003547431,-0.1325578,-0.1966314,0.2121611,88.03946,226.9597,173.3386,
9855.585,-0.0001134918,-6.815711E-05,0.0003535266,-0.0002760893,0.002099321,0.0005480243,-0.1325666,-0.1966323,0.2121404,88.05107,226.9015,173.2801,
9869.695,-0.0002044516,-0.0002568755,2.430892E-05,0.001353414,0.004035617,-0.001677855,-0.1325704,-0.1966383,0.2121243,88.06023,226.932,173.3102,
9883.828,-0.0002812369,0.000188394,-0.0003818393,0.00570435,0.003680346,-0.008029849,-0.1325673,-0.1966251,0.2121083,88.07491,227.3532,173.7316,
9897.328,-0.0004073653,-7.552677E-05,-0.0004709949,0.009099895,0.005517764,-0.009063127,-0.1325683,-0.1966366,0.2121011,88.08992,227.5415,173.9248,
9911.24,-0.0002975701,3.859165E-05,-0.0002901757,0.00735783,0.005340073,-0.008437867,-0.1325681,-0.1966317,0.2120979,88.09689,227.6394,174.0214,
9925.311,-0.0002463793,-0.0002049801,-0.0002905994,0.005152478,0.005793184,-0.007085977,-0.1325733,-0.1966395,0.2120828,88.10339,227.6165,173.9966,
9939.216,-0.0001779263,0.0001379695,-0.0002182564,0.00572627,0.003402561,-0.00621195,-0.1325801,-0.1966269,0.2120745,88.1069,227.7642,174.1461,
9953.104,-5.826359E-05,6.334824E-05,0.0003766529,0.002359658,0.001288437,-0.003356568,-0.1325871,-0.1966285,0.212099,88.10287,227.7211,174.101,
9967.157,-5.710349E-05,5.586438E-05,0.0007781271,0.001145795,-6.729612E-05,0.0001919024,-0.132596,-0.1966295,0.2121223,88.09772,227.6587,174.0415,
9980.92,7.369016E-05,0.0002006273,0.001106433,-0.003625045,-0.0002932772,0.005219916,-0.1325984,-0.196618,0.2121422,88.08603,227.3184,173.7003,
9994.664,0.0002232153,0.0001215687,0.001383998,-0.00875661,-0.002311597,0.006880847,-0.1325986,-0.1966141,0.2121627,88.07045,227.1121,173.4865,
